MiDAS Daily RMS peaks — 20260621
Total: 676 events
RMS: ch 1281-1377 (below ~300 m), bandpass 1-20 Hz
RMS stats  mean=2.1882  std=1.5288  min=0.9756  Q25=1.6021  median=1.8920  Q75=2.4118  max=32.4793
ID   timestamp_tw (UTC+8)       RMS_below300m  fk_label
----------------------------------------------------------
000  2026-06-21 08:03:42    2.1162        down
001  2026-06-21 08:04:22    2.0576        noise
002  2026-06-21 08:04:34    1.8979        noise
003  2026-06-21 08:09:28    1.6977        noise
004  2026-06-21 08:10:46    2.1491        noise
005  2026-06-21 08:10:59    1.8166        noise
006  2026-06-21 08:14:43    1.8274        noise
007  2026-06-21 08:17:19    1.3614        noise
008  2026-06-21 08:18:34    1.9210        down
009  2026-06-21 08:24:48    1.6566        noise
010  2026-06-21 08:31:10    1.3633        noise
011  2026-06-21 08:31:36    1.8009        noise
012  2026-06-21 08:32:29    2.1924        down
013  2026-06-21 08:33:42    2.3711        noise
014  2026-06-21 08:34:41    1.6099        noise
015  2026-06-21 08:35:00    1.6187        noise
016  2026-06-21 08:37:44    1.6173        noise
017  2026-06-21 08:39:05    1.7399        noise
018  2026-06-21 08:39:18    2.7190        noise
019  2026-06-21 08:40:08    1.6949        noise
020  2026-06-21 08:44:38    1.4746        noise
021  2026-06-21 08:45:51    2.5877        noise
022  2026-06-21 08:47:54    1.5558        down
023  2026-06-21 08:53:14    3.1658        noise
024  2026-06-21 08:55:00    1.6855        down
025  2026-06-21 08:55:48    2.4785        noise
026  2026-06-21 08:59:07    1.9863        noise
027  2026-06-21 09:00:14    2.4974        noise
028  2026-06-21 09:01:22    2.1541        noise
029  2026-06-21 09:01:38    2.0644        noise
030  2026-06-21 09:03:28    1.8122        noise
031  2026-06-21 09:04:30    2.6068        down
032  2026-06-21 09:04:52    2.4015        noise
033  2026-06-21 09:06:41    2.3333        noise
034  2026-06-21 09:07:09    3.0538        down
035  2026-06-21 09:07:37    3.3561        down
036  2026-06-21 09:07:53    3.8216        down
037  2026-06-21 09:08:09    3.8575        down
038  2026-06-21 09:09:09    2.2196        noise
039  2026-06-21 09:12:35    1.5623        noise
040  2026-06-21 09:12:50    1.3729        down
041  2026-06-21 09:14:15    1.5018        down
042  2026-06-21 09:14:29    2.0072        up
043  2026-06-21 09:14:44    2.8501        down
044  2026-06-21 09:14:59    3.1297        down
045  2026-06-21 09:16:11    8.5761        up
046  2026-06-21 09:17:05    2.4529        down
047  2026-06-21 09:17:22    3.6932        down
048  2026-06-21 09:18:33    1.9793        down
049  2026-06-21 09:19:01    2.1060        down
050  2026-06-21 09:19:27    2.6008        noise
051  2026-06-21 09:21:19    2.4256        noise
052  2026-06-21 09:24:28    1.3847        noise
053  2026-06-21 09:27:04    3.7331        noise
054  2026-06-21 09:33:24    1.3553        noise
055  2026-06-21 09:35:13    1.8746        noise
056  2026-06-21 09:37:42    1.5279        noise
057  2026-06-21 09:41:17    1.5467        noise
058  2026-06-21 09:41:41    3.1615        noise
059  2026-06-21 09:42:54    1.6954        noise
060  2026-06-21 09:43:12    3.2040        noise
061  2026-06-21 09:46:40    2.2661        noise
062  2026-06-21 09:48:00    1.4534        noise
063  2026-06-21 09:50:51    2.2624        noise
064  2026-06-21 09:51:36    1.9228        noise
065  2026-06-21 09:55:27    1.9800        noise
066  2026-06-21 09:56:53    1.3578        down
067  2026-06-21 10:00:27    2.8948        down
068  2026-06-21 10:00:56    4.0625        down
069  2026-06-21 10:01:09    4.0939        down
070  2026-06-21 10:01:38    5.1834        down
071  2026-06-21 10:03:22    6.6371        down
072  2026-06-21 10:04:06    4.2876        noise
073  2026-06-21 10:04:25    3.8540        noise
074  2026-06-21 10:06:57    1.7089        noise
075  2026-06-21 10:08:02    2.2777        up
076  2026-06-21 10:08:57    2.1201        noise
077  2026-06-21 10:10:15    1.6848        noise
078  2026-06-21 10:10:43    2.4215        noise
079  2026-06-21 10:12:14    2.1370        down
080  2026-06-21 10:12:41    2.3242        down
081  2026-06-21 10:13:17    3.0217        noise
082  2026-06-21 10:14:34    1.8842        down
083  2026-06-21 10:14:49    2.2282        noise
084  2026-06-21 10:16:50    1.7143        noise
085  2026-06-21 10:17:20    2.2819        down
086  2026-06-21 10:17:59    1.5198        down
087  2026-06-21 10:18:56    1.4991        down
088  2026-06-21 10:19:13    1.8664        down
089  2026-06-21 10:20:33    1.3926        down
090  2026-06-21 10:20:59    1.7818        down
091  2026-06-21 10:21:40    9.4954        up
092  2026-06-21 10:23:36    1.5201        down
093  2026-06-21 10:24:06    2.0557        noise
094  2026-06-21 10:25:15    1.7042        noise
095  2026-06-21 10:25:28    1.8897        noise
096  2026-06-21 10:25:51    1.8911        down
097  2026-06-21 10:28:08    1.9037        noise
098  2026-06-21 10:29:36    1.8541        noise
099  2026-06-21 10:30:27    1.6309        noise
100  2026-06-21 10:31:02    2.4194        noise
101  2026-06-21 10:32:38    1.6572        noise
102  2026-06-21 10:32:50    1.7154        noise
103  2026-06-21 10:35:22    1.8220        noise
104  2026-06-21 10:35:45    1.9048        noise
105  2026-06-21 10:37:56    2.5832        down
106  2026-06-21 10:38:16    2.9644        noise
107  2026-06-21 10:39:47    2.4822        down
108  2026-06-21 10:40:07    2.3115        down
109  2026-06-21 10:42:10    1.4994        noise
110  2026-06-21 10:42:42    1.6343        noise
111  2026-06-21 10:44:02    1.3777        noise
112  2026-06-21 10:44:32    2.0829        down
113  2026-06-21 10:46:15    2.6971        noise
114  2026-06-21 10:47:33    1.5849        noise
115  2026-06-21 10:47:49    1.7004        noise
116  2026-06-21 10:48:36    3.2087        noise
117  2026-06-21 10:48:50    3.9452        noise
118  2026-06-21 10:49:26    2.8538        down
119  2026-06-21 10:51:01    3.2612        down
120  2026-06-21 10:51:14    1.8565        down
121  2026-06-21 10:52:39    1.6933        noise
122  2026-06-21 10:54:00    1.7228        noise
123  2026-06-21 10:55:48    1.9753        noise
124  2026-06-21 10:56:17    2.0195        down
125  2026-06-21 10:57:44    1.7271        down
