MiDAS Daily RMS peaks — 20260618
Total: 600 events
RMS: ch 1281-1377 (below ~300 m), bandpass 1-20 Hz
RMS stats  mean=2.4436  std=0.9195  min=1.0538  Q25=1.9177  median=2.3265  Q75=2.8477  max=14.0631
ID   timestamp_tw (UTC+8)       RMS_below300m  fk_label
----------------------------------------------------------
000  2026-06-18 08:05:36    1.7103        down
001  2026-06-18 08:06:11    2.8585        noise
002  2026-06-18 08:07:24    2.2036        noise
003  2026-06-18 08:07:54    2.8196        noise
004  2026-06-18 08:10:18    2.0896        down
005  2026-06-18 08:10:43    2.3350        down
006  2026-06-18 08:12:18    2.1131        noise
007  2026-06-18 08:15:34    3.4442        noise
008  2026-06-18 08:17:56    2.9891        noise
009  2026-06-18 08:18:53    2.8404        noise
010  2026-06-18 08:21:09    2.2088        down
011  2026-06-18 08:23:31    2.7480        noise
012  2026-06-18 08:26:03    2.0251        noise
013  2026-06-18 08:28:05    3.1457        noise
014  2026-06-18 08:30:00    2.3394        down
015  2026-06-18 08:30:44    2.9256        noise
016  2026-06-18 08:31:20    3.3070        noise
017  2026-06-18 08:32:23    2.7859        noise
018  2026-06-18 08:38:58    2.8835        noise
019  2026-06-18 08:39:45    1.9173        noise
020  2026-06-18 08:40:52    11.5756        down
021  2026-06-18 08:41:25    4.3759        down
022  2026-06-18 08:43:02    3.8155        down
023  2026-06-18 08:49:40    2.6348        down
024  2026-06-18 08:50:27    2.4422        noise
025  2026-06-18 08:52:11    2.3929        noise
026  2026-06-18 08:53:40    2.1415        down
027  2026-06-18 08:55:36    3.2942        noise
028  2026-06-18 08:58:45    3.0694        noise
029  2026-06-18 08:59:22    3.3265        noise
030  2026-06-18 09:01:19    2.9812        noise
031  2026-06-18 09:02:04    3.4388        noise
032  2026-06-18 09:03:46    2.9493        noise
033  2026-06-18 09:04:03    4.2079        noise
034  2026-06-18 09:05:49    2.5053        down
035  2026-06-18 09:06:31    3.4801        down
036  2026-06-18 09:07:19    3.0384        noise
037  2026-06-18 09:08:11    3.5484        noise
038  2026-06-18 09:11:15    2.4499        down
039  2026-06-18 09:14:10    2.8912        noise
040  2026-06-18 09:17:10    3.0858        noise
041  2026-06-18 09:17:57    2.4005        down
042  2026-06-18 09:18:38    2.3540        noise
043  2026-06-18 09:19:55    2.3659        noise
044  2026-06-18 09:21:13    3.1136        noise
045  2026-06-18 09:22:54    3.2227        noise
046  2026-06-18 09:23:42    1.9963        down
047  2026-06-18 09:24:17    1.9973        down
048  2026-06-18 09:26:02    2.4936        up
049  2026-06-18 09:27:06    3.6853        noise
050  2026-06-18 09:27:47    2.4322        down
051  2026-06-18 09:29:43    2.1507        down
052  2026-06-18 09:31:18    3.3045        noise
053  2026-06-18 09:31:38    2.6541        noise
054  2026-06-18 09:36:26    1.7874        down
055  2026-06-18 09:36:47    2.2093        down
056  2026-06-18 09:38:08    2.0956        noise
057  2026-06-18 09:39:30    2.8132        down
058  2026-06-18 09:40:09    4.0777        noise
059  2026-06-18 09:43:26    2.7723        down
060  2026-06-18 09:44:32    2.3887        down
061  2026-06-18 09:46:18    3.1087        noise
062  2026-06-18 09:46:43    2.6952        down
063  2026-06-18 09:49:47    2.3065        down
064  2026-06-18 09:50:00    2.9120        noise
065  2026-06-18 09:51:00    5.9083        up
066  2026-06-18 09:52:19    3.0368        noise
067  2026-06-18 09:53:17    3.0168        down
068  2026-06-18 09:53:41    2.4271        down
069  2026-06-18 09:55:01    2.7286        noise
070  2026-06-18 09:57:16    2.0040        noise
071  2026-06-18 09:59:07    2.3442        noise
072  2026-06-18 10:00:43    2.1292        noise
073  2026-06-18 10:02:36    2.7621        noise
074  2026-06-18 10:03:39    3.5675        noise
075  2026-06-18 10:05:43    2.1926        noise
076  2026-06-18 10:06:14    2.5583        down
077  2026-06-18 10:08:01    2.8480        noise
078  2026-06-18 10:10:18    2.3098        down
079  2026-06-18 10:11:11    2.3564        down
080  2026-06-18 10:12:33    2.9777        noise
081  2026-06-18 10:13:04    2.4323        down
082  2026-06-18 10:14:26    3.6055        noise
083  2026-06-18 10:19:03    2.1997        down
084  2026-06-18 10:21:15    2.1166        noise
085  2026-06-18 10:22:37    2.4456        noise
086  2026-06-18 10:22:58    2.0799        noise
087  2026-06-18 10:23:11    3.1159        noise
088  2026-06-18 10:24:17    2.0930        down
089  2026-06-18 10:24:36    2.0354        noise
090  2026-06-18 10:25:25    2.3881        down
091  2026-06-18 10:27:53    2.1666        down
092  2026-06-18 10:28:19    2.3944        down
093  2026-06-18 10:28:32    3.9654        noise
094  2026-06-18 10:30:23    2.5269        noise
095  2026-06-18 10:31:38    2.4292        down
096  2026-06-18 10:33:13    2.1546        down
097  2026-06-18 10:33:26    2.1041        down
098  2026-06-18 10:35:02    2.8010        noise
099  2026-06-18 10:35:43    3.3385        noise
100  2026-06-18 10:40:27    2.5298        noise
101  2026-06-18 10:41:09    1.8497        noise
102  2026-06-18 10:41:21    2.3140        noise
103  2026-06-18 10:45:44    2.1146        noise
104  2026-06-18 10:45:58    1.9240        noise
105  2026-06-18 10:47:44    1.8471        noise
106  2026-06-18 10:50:34    1.9529        noise
107  2026-06-18 10:50:46    2.2341        noise
108  2026-06-18 10:51:00    1.7546        noise
109  2026-06-18 10:51:39    2.5183        noise
110  2026-06-18 10:52:19    1.8516        noise
111  2026-06-18 10:54:25    2.9193        noise
112  2026-06-18 10:54:47    2.2747        down
113  2026-06-18 10:59:34    2.6463        noise
114  2026-06-18 11:02:14    2.3549        noise
115  2026-06-18 11:02:54    3.8696        noise
116  2026-06-18 11:03:07    3.6446        noise
117  2026-06-18 11:04:15    2.5995        noise
118  2026-06-18 11:04:55    2.6858        noise
119  2026-06-18 11:05:17    2.2542        down
120  2026-06-18 11:06:25    2.1024        noise
121  2026-06-18 11:08:41    2.1193        noise
122  2026-06-18 11:09:52    2.3616        down
123  2026-06-18 11:10:14    3.2717        noise
124  2026-06-18 11:12:10    2.3000        noise
125  2026-06-18 11:12:29    2.4806        noise
126  2026-06-18 11:13:49    2.2382        down
127  2026-06-18 11:14:26    2.4721        down
128  2026-06-18 11:15:09    2.2766        noise
129  2026-06-18 11:16:56    3.1843        noise
130  2026-06-18 11:18:37    2.5576        noise
131  2026-06-18 11:18:51    3.4721        noise
132  2026-06-18 11:25:08    3.7669        noise
133  2026-06-18 11:27:44    2.3209        noise
134  2026-06-18 11:34:24    2.4272        noise
135  2026-06-18 11:37:32    2.1981        noise
136  2026-06-18 11:40:45    3.3567        noise
137  2026-06-18 11:44:01    2.1298        noise
138  2026-06-18 11:45:39    2.9218        noise
139  2026-06-18 11:48:19    2.1974        noise
140  2026-06-18 11:50:06    3.3378        noise
141  2026-06-18 11:51:42    3.5880        noise
142  2026-06-18 11:53:04    2.2897        noise
143  2026-06-18 11:53:21    3.0117        noise
144  2026-06-18 11:53:42    2.9358        noise
145  2026-06-18 11:58:32    3.0529        noise
146  2026-06-18 11:58:56    3.4578        noise
147  2026-06-18 12:00:32    2.5654        noise
148  2026-06-18 12:04:06    1.9975        down
149  2026-06-18 12:04:28    3.5692        noise
150  2026-06-18 12:05:10    2.3367        noise
151  2026-06-18 12:05:24    1.9956        noise
152  2026-06-18 12:09:11    2.1821        noise
153  2026-06-18 12:10:25    2.6975        noise
154  2026-06-18 12:10:44    2.7026        noise
155  2026-06-18 12:12:06    2.5682        noise
156  2026-06-18 12:15:39    2.1470        noise
157  2026-06-18 12:16:49    2.0672        noise
158  2026-06-18 12:17:41    2.1936        noise
159  2026-06-18 12:19:40    2.0216        noise
160  2026-06-18 12:22:38    2.1501        noise
161  2026-06-18 12:23:09    3.2979        noise
162  2026-06-18 12:26:13    2.7732        noise
163  2026-06-18 12:28:07    2.6363        noise
164  2026-06-18 12:28:23    1.9873        noise
165  2026-06-18 12:31:49    2.0460        noise
166  2026-06-18 12:32:21    2.1406        noise
167  2026-06-18 12:33:50    1.9919        noise
168  2026-06-18 12:34:50    2.5547        noise
169  2026-06-18 12:36:10    2.2474        noise
170  2026-06-18 12:36:39    1.5984        noise
171  2026-06-18 12:40:04    1.9590        noise
172  2026-06-18 12:40:19    3.8748        noise
173  2026-06-18 12:44:19    1.8006        down
174  2026-06-18 12:44:50    3.7606        noise
175  2026-06-18 12:46:29    2.9709        noise
176  2026-06-18 12:49:02    1.7376        noise
177  2026-06-18 12:51:11    2.3911        down
178  2026-06-18 12:51:38    2.8614        noise
179  2026-06-18 12:52:17    3.1541        noise
180  2026-06-18 12:55:35    2.1810        noise
181  2026-06-18 12:55:56    4.3883        noise
182  2026-06-18 12:56:10    3.0016        noise
183  2026-06-18 12:57:15    1.9690        down
184  2026-06-18 12:57:46    2.9111        noise
185  2026-06-18 13:00:36    2.0134        noise
186  2026-06-18 13:04:24    3.0506        noise
187  2026-06-18 13:04:54    2.3088        noise
188  2026-06-18 13:05:15    3.3567        noise
189  2026-06-18 13:08:45    2.6248        down
190  2026-06-18 13:12:54    2.3872        noise
191  2026-06-18 13:14:51    2.5716        noise
192  2026-06-18 13:18:16    4.1104        noise
193  2026-06-18 13:21:00    2.2828        noise
194  2026-06-18 13:21:28    2.3080        noise
195  2026-06-18 13:26:48    2.8519        noise
196  2026-06-18 13:28:45    3.3609        noise
197  2026-06-18 13:29:11    2.7799        noise
198  2026-06-18 13:34:36    2.1253        noise
199  2026-06-18 13:35:06    2.4565        down
200  2026-06-18 13:35:19    2.9870        noise
201  2026-06-18 13:35:46    2.4927        noise
202  2026-06-18 13:36:40    2.9100        noise
203  2026-06-18 13:39:46    2.4054        noise
204  2026-06-18 13:42:43    2.7235        noise
205  2026-06-18 13:42:55    3.5488        noise
206  2026-06-18 13:43:40    3.2950        noise
207  2026-06-18 13:44:30    3.5777        noise
208  2026-06-18 13:46:04    4.0264        noise
209  2026-06-18 13:46:59    2.2764        noise
210  2026-06-18 13:49:04    2.2089        noise
211  2026-06-18 13:49:48    3.0504        noise
212  2026-06-18 13:53:09    3.2477        noise
213  2026-06-18 13:54:17    1.9471        down
214  2026-06-18 13:54:35    2.6231        noise
215  2026-06-18 13:58:08    2.7976        noise
216  2026-06-18 13:59:49    2.3004        down
217  2026-06-18 14:00:08    2.2607        noise
218  2026-06-18 14:04:35    3.3140        noise
219  2026-06-18 14:04:48    3.2728        noise
220  2026-06-18 14:07:05    2.6120        noise
221  2026-06-18 14:07:36    2.5469        down
222  2026-06-18 14:08:16    2.7065        noise
223  2026-06-18 14:09:39    4.2201        noise
224  2026-06-18 14:10:52    2.7952        down
225  2026-06-18 14:14:46    1.8789        noise
226  2026-06-18 14:15:17    4.9146        up
227  2026-06-18 14:15:53    3.6213        noise
228  2026-06-18 14:18:57    2.3674        down
229  2026-06-18 14:19:15    2.1802        noise
230  2026-06-18 14:19:52    3.1127        noise
231  2026-06-18 14:20:23    2.8499        noise
232  2026-06-18 14:21:15    2.4695        down
233  2026-06-18 14:21:29    2.6063        noise
234  2026-06-18 14:22:10    2.9981        noise
235  2026-06-18 14:25:12    2.3845        noise
236  2026-06-18 14:26:39    3.8596        noise
237  2026-06-18 14:28:24    2.2371        noise
238  2026-06-18 14:29:07    2.3764        down
239  2026-06-18 14:33:04    2.3609        noise
240  2026-06-18 14:33:28    3.1497        noise
241  2026-06-18 14:35:35    2.5469        down
242  2026-06-18 14:36:04    3.0604        noise
243  2026-06-18 14:42:03    1.9073        down
244  2026-06-18 14:42:59    4.1974        noise
245  2026-06-18 14:46:46    1.9330        noise
246  2026-06-18 14:47:18    2.7118        noise
247  2026-06-18 14:48:41    1.9289        noise
248  2026-06-18 14:50:15    2.5480        noise
249  2026-06-18 14:50:27    2.5840        noise
250  2026-06-18 14:52:59    2.2745        noise
251  2026-06-18 14:54:17    2.8637        noise
252  2026-06-18 14:57:12    2.1620        down
253  2026-06-18 14:59:03    2.4308        down
254  2026-06-18 15:01:39    2.2313        down
255  2026-06-18 15:02:14    2.0625        noise
256  2026-06-18 15:02:36    2.7327        noise
257  2026-06-18 15:04:25    3.5822        noise
258  2026-06-18 15:05:50    2.6896        noise
259  2026-06-18 15:09:04    3.0679        noise
260  2026-06-18 15:10:51    3.4403        noise
261  2026-06-18 15:11:45    3.0119        noise
