MiDAS Daily RMS peaks — 20260615
Total: 496 events
RMS: ch 1281-1377 (below ~300 m), bandpass 1-20 Hz
RMS stats  mean=2.8921  std=0.9160  min=1.2150  Q25=2.2954  median=2.8880  Q75=3.4032  max=12.8667
ID   timestamp_tw (UTC+8)       RMS_below300m  fk_label
----------------------------------------------------------
000  2026-06-15 08:03:23    2.0016        noise
001  2026-06-15 08:06:10    2.7382        noise
002  2026-06-15 08:08:33    1.4090        noise
003  2026-06-15 08:09:15    3.0577        noise
004  2026-06-15 08:10:26    1.9082        down
005  2026-06-15 08:10:39    1.9028        down
006  2026-06-15 08:10:57    3.0658        noise
007  2026-06-15 08:12:55    3.3675        noise
008  2026-06-15 08:13:08    2.4560        noise
009  2026-06-15 08:15:19    2.0475        down
010  2026-06-15 08:15:34    3.1216        noise
011  2026-06-15 08:17:28    2.4927        noise
012  2026-06-15 08:18:51    2.7221        noise
013  2026-06-15 08:20:12    2.6842        noise
014  2026-06-15 08:21:39    2.5892        noise
015  2026-06-15 08:23:17    2.5378        noise
016  2026-06-15 08:23:44    2.6966        noise
017  2026-06-15 08:24:35    2.8489        down
018  2026-06-15 08:24:52    3.4519        noise
019  2026-06-15 08:27:23    2.3503        down
020  2026-06-15 08:27:55    3.5102        noise
021  2026-06-15 08:30:13    2.2601        noise
022  2026-06-15 08:30:58    2.8202        down
023  2026-06-15 08:31:14    3.6341        noise
024  2026-06-15 08:34:14    2.8335        noise
025  2026-06-15 08:35:55    3.4194        noise
026  2026-06-15 08:39:02    3.7205        noise
027  2026-06-15 08:39:23    2.5184        noise
028  2026-06-15 08:40:49    2.9470        noise
029  2026-06-15 08:41:59    2.6830        down
030  2026-06-15 08:43:36    2.5111        up
031  2026-06-15 08:44:29    2.8450        noise
032  2026-06-15 08:47:44    3.0159        up
033  2026-06-15 08:47:58    3.5212        noise
034  2026-06-15 08:48:56    3.4465        noise
035  2026-06-15 08:53:02    2.8527        up
036  2026-06-15 08:53:29    3.7250        noise
037  2026-06-15 08:57:53    3.2556        noise
038  2026-06-15 09:04:03    3.2904        noise
039  2026-06-15 09:04:57    3.8565        noise
040  2026-06-15 09:05:34    3.4979        noise
041  2026-06-15 09:08:12    3.5512        noise
042  2026-06-15 09:08:42    3.7986        noise
043  2026-06-15 09:10:29    3.4025        noise
